Alpha,Cl,Cd,Cm
-10.0,-0.5137,0.10045,-0.0306
-8.0,-0.5538,0.06794,-0.037
-7.0,-0.6455,0.02888,-0.0334
-6.0,-0.5685,0.02365,-0.0285
-5.0,-0.4804,0.02023,-0.0251
-4.0,-0.3914,0.0181,-0.0228
-3.0,-0.2347,0.01656,-0.034
-2.0,-0.0798,0.01496,-0.0425
-1.0,0.1083,0.01473,-0.053
0.0,0.3207,0.01363,-0.0725
1.0,0.4233,0.01293,-0.0693
2.0,0.5199,0.01287,-0.0647
3.0,0.6146,0.01333,-0.06
4.0,0.7102,0.01409,-0.0559
5.0,0.8035,0.01496,-0.0513
6.0,0.8924,0.01602,-0.0463
7.0,0.9705,0.01755,-0.0401
8.0,1.0245,0.02163,-0.0314
9.0,1.0862,0.02644,-0.0243
10.0,1.1704,0.03219,-0.0211
