Alpha,Cl,Cd,Cm
-10.0,-0.4892,0.10418,-0.0243
-9.0,-0.4767,0.09042,-0.0265
-8.0,-0.5075,0.07606,-0.0294
-7.0,-0.6394,0.03208,-0.0347
-6.0,-0.5664,0.02561,-0.0293
-5.0,-0.4798,0.02185,-0.0257
-4.0,-0.3902,0.01928,-0.0233
-3.0,-0.2949,0.01791,-0.023
-2.0,-0.1297,0.01653,-0.0339
-1.0,0.1055,0.01675,-0.0546
0.0,0.2869,0.01586,-0.0689
1.0,0.4113,0.01506,-0.0698
2.0,0.515,0.01476,-0.066
3.0,0.613,0.01501,-0.0613
4.0,0.7109,0.01566,-0.057
5.0,0.8049,0.0165,-0.0522
6.0,0.8931,0.01751,-0.0467
7.0,0.9697,0.0189,-0.0398
8.0,1.0213,0.02295,-0.0305
9.0,1.0861,0.02823,-0.0239
10.0,1.1731,0.03438,-0.021
