Alpha,Cl,Cd,Cm
-10.0,-0.9484,0.0542,-0.0226
-9.0,-0.9115,0.04193,-0.0164
-8.0,-0.8481,0.03275,-0.0104
-7.0,-0.766,0.02677,-0.0055
-6.0,-0.6866,0.02212,0.0002
-5.0,-0.6149,0.01899,0.0077
-4.0,-0.5391,0.01737,0.0159
-3.0,-0.46,0.01674,0.025
-2.0,-0.3737,0.01727,0.0343
-1.0,-0.1506,0.01878,0.0155
0.0,-0.0,0.0182,0.0
1.0,0.1505,0.01878,-0.0155
2.0,0.3737,0.01727,-0.0343
3.0,0.4599,0.01674,-0.025
4.0,0.539,0.01737,-0.0159
5.0,0.6148,0.01899,-0.0077
6.0,0.6866,0.02212,-0.0002
7.0,0.766,0.02677,0.0055
8.0,0.8481,0.03275,0.0104
9.0,0.9115,0.04194,0.0164
10.0,0.9485,0.05421,0.0226
