Alpha,Cl,Cd,Cm
-10.0,-0.4914,0.12334,0.0345
-9.0,-0.4717,0.11029,0.035
-8.0,-0.6657,0.07583,0.002
-7.0,-0.7194,0.05423,0.0005
-6.0,-0.6588,0.04581,0.0108
-5.0,-0.5621,0.04315,0.0261
-4.0,-0.2915,0.0417,0.0135
-3.0,-0.0597,0.03268,-0.0205
-2.0,-0.0218,0.02881,-0.0193
-1.0,0.0014,0.0266,-0.0127
0.0,-0.0,0.02588,-0.0
1.0,-0.0014,0.02659,0.0127
2.0,0.0219,0.02881,0.0193
3.0,0.0599,0.03267,0.0205
4.0,0.2918,0.04169,-0.0135
5.0,0.5621,0.04314,-0.0261
6.0,0.6589,0.0458,-0.0108
7.0,0.7195,0.05423,-0.0005
8.0,0.666,0.07583,-0.0021
10.0,0.4925,0.12337,-0.0347
