Alpha,Cl,Cd,Cm
-10.0,-0.3213,0.11292,0.0039
-9.0,-0.2915,0.10078,-0.0021
-8.0,-0.2636,0.08922,-0.0079
-7.0,-0.2363,0.07861,-0.0133
-6.0,-0.2082,0.06937,-0.0176
-5.0,-0.1779,0.06181,-0.0204
-4.0,-0.1445,0.05599,-0.0208
-3.0,-0.1086,0.05183,-0.0188
-2.0,-0.0717,0.04911,-0.0142
-1.0,-0.0356,0.04759,-0.0076
0.0,-0.0,0.0471,-0.0
1.0,0.0356,0.04758,0.0076
2.0,0.0717,0.0491,0.0142
3.0,0.1087,0.05183,0.0188
4.0,0.1447,0.05598,0.0208
5.0,0.1782,0.06179,0.0203
6.0,0.2087,0.06935,0.0176
7.0,0.237,0.07858,0.0132
8.0,0.2644,0.08919,0.0078
9.0,0.2924,0.10076,0.002
10.0,0.3223,0.11291,-0.0041
