alpha,Cl,Cd,Cm
-4.000000,-0.339814,0.014540,0.032100
-3.000000,-0.266664,0.007667,0.028900
-2.000000,-0.191127,0.002572,0.025600
-1.000000,-0.111209,0.000441,0.021800
0.000000,-0.032000,0.000400,0.016800
1.000000,0.051266,0.002395,0.014000
2.000000,0.145973,0.006198,0.014200
3.000000,0.255213,0.012173,0.014000
4.000000,0.367675,0.021801,0.013600
5.000000,0.484091,0.032716,0.013100
6.000000,0.611272,0.046651,0.011400
7.000000,0.743552,0.056538,0.010500
8.000000,0.894527,0.058766,0.009100
9.000000,1.049161,0.042549,0.012500
10.000000,1.199392,0.008806,0.016800
11.000000,1.318549,-0.010604,0.017600
12.000000,1.408173,-0.011066,0.016300
