Alpha,Cl,Cd,Cm
-10.0,-0.8747,0.06455,-0.0251
-9.0,-0.9069,0.0471,-0.0167
-8.0,-0.8441,0.03698,-0.0114
-7.0,-0.7677,0.02959,-0.0059
-6.0,-0.6891,0.02447,0.0001
-5.0,-0.6165,0.02113,0.0083
-4.0,-0.5417,0.01954,0.0179
-3.0,-0.4627,0.01923,0.029
-2.0,-0.3333,0.02048,0.032
-1.0,-0.0259,0.02053,-0.0051
0.0,-0.0,0.01933,0.0
1.0,0.0259,0.02052,0.0051
2.0,0.3333,0.02048,-0.032
3.0,0.4627,0.01923,-0.029
4.0,0.5416,0.01953,-0.0179
5.0,0.6165,0.02113,-0.0083
6.0,0.6891,0.02447,-0.0001
7.0,0.7677,0.02959,0.0059
8.0,0.8441,0.03698,0.0114
9.0,0.9069,0.0471,0.0167
10.0,0.8748,0.06457,0.025
