Alpha,Cl,Cd,Cm
-10.0,-0.9711,0.04489,-0.0215
-9.0,-0.9256,0.03483,-0.0143
-8.0,-0.8468,0.02842,-0.0097
-7.0,-0.763,0.0233,-0.0051
-6.0,-0.6863,0.01945,0.0009
-5.0,-0.6141,0.01663,0.0078
-4.0,-0.5365,0.01508,0.0145
-3.0,-0.4542,0.01428,0.0212
-2.0,-0.3731,0.01431,0.0291
-1.0,-0.2618,0.01556,0.0314
0.0,0.0,0.01684,-0.0
1.0,0.2617,0.01556,-0.0314
2.0,0.373,0.01431,-0.0291
3.0,0.4541,0.01428,-0.0212
4.0,0.5364,0.01508,-0.0145
5.0,0.6141,0.01662,-0.0077
6.0,0.6862,0.01945,-0.0009
7.0,0.763,0.0233,0.0051
8.0,0.8468,0.02842,0.0097
9.0,0.9256,0.03484,0.0143
10.0,0.9713,0.04488,0.0214
