Alpha,Cl,Cd,Cm
-10.0,-0.7447,0.08091,-0.0185
-9.0,-0.8665,0.05432,-0.0191
-8.0,-0.8402,0.04102,-0.0119
-7.0,-0.7687,0.03269,-0.0061
-6.0,-0.6908,0.02697,0.0003
-5.0,-0.6182,0.02347,0.0094
-4.0,-0.5431,0.02206,0.0208
-3.0,-0.4552,0.02234,0.0327
-2.0,-0.2189,0.02392,0.0162
-1.0,0.0309,0.02138,-0.0157
0.0,-0.0,0.02046,-0.0
1.0,-0.0308,0.02137,0.0157
2.0,0.2189,0.02392,-0.0162
3.0,0.4551,0.02233,-0.0327
4.0,0.5431,0.02206,-0.0208
5.0,0.6182,0.02347,-0.0094
6.0,0.6908,0.02697,-0.0003
7.0,0.7687,0.03269,0.0061
8.0,0.8402,0.04102,0.0119
9.0,0.8666,0.05433,0.0191
10.0,0.7452,0.08094,0.0184
