Alpha,Cl,Cd,Cm
-10.0,-0.29,0.11645,0.0074
-9.0,-0.1572,0.09079,-0.0176
-8.0,-0.1213,0.07924,-0.0223
-6.0,-0.4527,0.07368,0.0
-5.0,-0.4695,0.05936,0.0013
-4.0,-0.4394,0.04781,0.007
-2.0,-0.1207,0.03119,-0.0245
-1.0,-0.0991,0.03093,-0.0166
0.0,-0.0423,0.0323,-0.0132
1.0,0.0196,0.03475,-0.0115
2.0,0.0812,0.03822,-0.0112
3.0,0.141,0.04274,-0.012
4.0,0.1979,0.04835,-0.0138
5.0,0.2505,0.05517,-0.0164
6.0,0.298,0.06334,-0.0198
7.0,0.3403,0.07298,-0.024
8.0,0.378,0.08414,-0.0289
9.0,0.4119,0.09684,-0.0345
10.0,0.4932,0.11801,-0.0525
