Alpha,Cl,Cd,Cm
-10.0,-0.8848,0.06469,-0.0247
-9.0,-0.8916,0.04837,-0.0183
-8.0,-0.8438,0.03756,-0.0115
-7.0,-0.7678,0.03005,-0.006
-6.0,-0.6891,0.02478,0.0001
-5.0,-0.6171,0.02143,0.0084
-4.0,-0.5422,0.01984,0.0183
-3.0,-0.4637,0.01956,0.0296
-2.0,-0.3285,0.02089,0.0317
-1.0,-0.0079,0.02063,-0.0082
0.0,-0.0,0.01949,0.0
1.0,0.0078,0.02063,0.0083
2.0,0.3284,0.02088,-0.0317
3.0,0.4636,0.01956,-0.0296
4.0,0.5422,0.01984,-0.0183
5.0,0.6171,0.02143,-0.0084
6.0,0.6891,0.02478,-0.0001
7.0,0.7677,0.03005,0.006
8.0,0.8438,0.03756,0.0115
9.0,0.8917,0.04837,0.0182
10.0,0.885,0.06471,0.0247
