Alpha,Cl,Cd,Cm
-10.0,-0.5066,0.12433,0.0345
-9.0,-0.4734,0.10901,0.0332
-8.0,-0.7116,0.06994,-0.0034
-7.0,-0.7316,0.05161,-0.0012
-6.0,-0.6687,0.04344,0.0088
-5.0,-0.576,0.04097,0.0243
-4.0,-0.3367,0.04098,0.019
-3.0,-0.0583,0.03236,-0.0204
-2.0,-0.0201,0.02845,-0.0194
-1.0,0.003,0.0262,-0.0129
0.0,-0.0,0.02546,-0.0
1.0,-0.003,0.02619,0.0129
2.0,0.0202,0.02844,0.0194
3.0,0.0585,0.03235,0.0204
4.0,0.337,0.04097,-0.0191
5.0,0.5761,0.04096,-0.0243
6.0,0.6688,0.04344,-0.0088
7.0,0.7316,0.05161,0.0012
9.0,0.6317,0.09705,-0.008
10.0,0.508,0.1244,-0.0348
