Alpha,Cl,Cd,Cm
-10.0,-0.7193,0.08944,-0.0127
-9.0,-0.8536,0.05916,-0.0187
-8.0,-0.8344,0.04467,-0.0122
-7.0,-0.7693,0.03541,-0.006
-6.0,-0.6929,0.02924,0.0008
-5.0,-0.6201,0.02568,0.0109
-4.0,-0.5417,0.02467,0.024
-3.0,-0.4227,0.02577,0.0327
-2.0,-0.1156,0.02567,-0.0002
-1.0,0.024,0.02231,-0.0151
0.0,-0.0,0.02144,-0.0
1.0,-0.024,0.0223,0.015
2.0,0.1155,0.02567,0.0002
3.0,0.4226,0.02577,-0.0327
4.0,0.5416,0.02467,-0.024
5.0,0.62,0.02568,-0.0108
6.0,0.6929,0.02924,-0.0008
7.0,0.7693,0.03541,0.006
8.0,0.8345,0.04467,0.0122
9.0,0.8536,0.05918,0.0187
