Alpha,Cl,Cd,Cm
-10.0,-0.9188,0.05934,-0.0241
-9.0,-0.8995,0.04547,-0.0177
-8.0,-0.8489,0.03538,-0.0105
-7.0,-0.7672,0.02852,-0.0058
-6.0,-0.6877,0.02353,0.0001
-5.0,-0.6161,0.02027,0.008
-4.0,-0.541,0.01864,0.017
-3.0,-0.463,0.01816,0.0274
-2.0,-0.3604,0.01907,0.0348
-1.0,-0.0749,0.02001,0.0032
0.0,-0.0,0.01889,0.0
1.0,0.0748,0.02,-0.0032
2.0,0.3604,0.01906,-0.0347
3.0,0.4629,0.01816,-0.0274
4.0,0.541,0.01864,-0.017
5.0,0.616,0.02027,-0.008
6.0,0.6877,0.02353,-0.0
7.0,0.7672,0.02851,0.0058
8.0,0.8489,0.03538,0.0105
9.0,0.8996,0.04547,0.0177
10.0,0.9189,0.05935,0.0241
