Alpha,Cl,Cd,Cm
-10.0,-0.3505,0.12235,0.0115
-9.0,-0.2777,0.10501,0.0069
-8.0,-0.1584,0.08316,-0.0121
-7.0,-0.4383,0.0851,-0.0045
-6.0,-0.4916,0.06825,-0.0091
-5.0,-0.49,0.05254,-0.0108
-4.0,-0.4343,0.04245,-0.0048
-3.0,-0.3782,0.03589,0.0098
-2.0,-0.1215,0.02933,-0.0243
-1.0,-0.1034,0.02906,-0.0162
0.0,-0.0454,0.03054,-0.0131
1.0,0.0173,0.03311,-0.0118
2.0,0.0797,0.03672,-0.0118
3.0,0.1402,0.04136,-0.0129
4.0,0.1974,0.04709,-0.0149
5.0,0.2501,0.05403,-0.0176
6.0,0.2976,0.06234,-0.0212
7.0,0.34,0.07213,-0.0255
8.0,0.3779,0.08347,-0.0305
9.0,0.4661,0.10279,-0.0485
10.0,0.5611,0.12454,-0.0633
