Alpha,Cl,Cd,Cm
-10.0,-0.3057,0.11726,0.0165
-9.0,-0.3728,0.10449,0.0285
-8.0,-0.5392,0.09249,0.0221
-7.0,-0.5389,0.07684,0.0222
-6.0,-0.4929,0.06472,0.0263
-5.0,-0.3041,0.05366,0.0131
-4.0,-0.1078,0.04046,-0.0194
-3.0,-0.069,0.03513,-0.0208
-2.0,-0.0329,0.03155,-0.0186
-1.0,-0.0087,0.02953,-0.0115
0.0,-0.0,0.02888,-0.0
1.0,0.0087,0.02953,0.0115
2.0,0.033,0.03155,0.0186
3.0,0.0691,0.03512,0.0208
4.0,0.1081,0.04044,0.0194
5.0,0.3044,0.05364,-0.0132
6.0,0.4946,0.0647,-0.0264
7.0,0.5497,0.07662,-0.0221
8.0,0.5397,0.09249,-0.0222
10.0,0.4427,0.12294,-0.0374
