Alpha,Cl,Cd,Cm
-10.0,-0.4708,0.11417,-0.0158
-9.0,-0.4692,0.10184,-0.0178
-7.0,-0.6124,0.04435,-0.0373
-6.0,-0.5616,0.03346,-0.0314
-5.0,-0.4807,0.02725,-0.0273
-4.0,-0.3934,0.02356,-0.024
-3.0,-0.304,0.02096,-0.0213
-2.0,-0.229,0.01938,-0.0135
-1.0,-0.121,0.02031,-0.0165
0.0,0.089,0.02274,-0.0397
1.0,0.2648,0.02394,-0.0535
2.0,0.4278,0.02421,-0.0622
3.0,0.5714,0.02363,-0.0644
4.0,0.6869,0.02342,-0.061
5.0,0.7887,0.02382,-0.0557
6.0,0.8874,0.0238,-0.0489
7.0,0.9702,0.02449,-0.0406
8.0,1.0209,0.02794,-0.0296
9.0,1.096,0.03458,-0.0241
10.0,1.1779,0.04301,-0.0204
