Alpha,Cl,Cd,Cm
-10.0,-0.9874,0.04336,-0.0193
-9.0,-0.9271,0.03438,-0.0137
-8.0,-0.8462,0.02762,-0.0096
-7.0,-0.763,0.02294,-0.0048
-6.0,-0.6866,0.01907,0.0011
-5.0,-0.6142,0.01628,0.0078
-4.0,-0.5361,0.01474,0.0144
-3.0,-0.4533,0.01394,0.0207
-2.0,-0.3712,0.01393,0.0282
-1.0,-0.2727,0.01506,0.0326
0.0,0.0,0.01645,-0.0
1.0,0.2726,0.01506,-0.0326
2.0,0.3712,0.01393,-0.0282
3.0,0.4533,0.01394,-0.0207
4.0,0.5361,0.01474,-0.0143
5.0,0.6142,0.01628,-0.0078
6.0,0.6865,0.01907,-0.0011
7.0,0.763,0.02294,0.0048
8.0,0.8462,0.02762,0.0096
9.0,0.9271,0.03438,0.0137
10.0,0.9875,0.04339,0.0192
