Alpha,Cl,Cd,Cm
-10.0,-0.4549,0.11766,-0.0106
-9.0,-0.4258,0.10406,-0.0103
-7.0,-0.6023,0.05026,-0.0372
-6.0,-0.5558,0.0385,-0.032
-5.0,-0.4822,0.03065,-0.0276
-4.0,-0.3974,0.02609,-0.0238
-3.0,-0.3091,0.02279,-0.02
-2.0,-0.2448,0.02091,-0.0074
-1.0,-0.1256,0.02158,-0.0148
0.0,-0.0327,0.02406,-0.0189
1.0,0.1672,0.02758,-0.0405
2.0,0.3294,0.02988,-0.0522
3.0,0.4864,0.03114,-0.0599
4.0,0.6285,0.03117,-0.0613
5.0,0.7475,0.031,-0.0573
6.0,0.8688,0.02946,-0.0508
7.0,0.9664,0.02874,-0.0417
8.0,1.025,0.03145,-0.0302
9.0,1.102,0.03858,-0.0246
10.0,1.1661,0.04859,-0.0191
