Alpha,Cl,Cd,Cm
-9.0,-0.8535,0.05916,-0.0187
-8.0,-0.8345,0.04466,-0.0122
-7.0,-0.7693,0.0354,-0.006
-6.0,-0.6929,0.02924,0.0008
-5.0,-0.6201,0.02567,0.0109
-4.0,-0.5417,0.02466,0.0239
-3.0,-0.4228,0.02576,0.0327
-2.0,-0.1159,0.02567,-0.0001
-1.0,0.024,0.02231,-0.0151
0.0,-0.0,0.02143,-0.0
1.0,-0.024,0.0223,0.0151
2.0,0.1159,0.02567,0.0001
3.0,0.4227,0.02576,-0.0327
4.0,0.5417,0.02466,-0.0239
5.0,0.62,0.02567,-0.0108
6.0,0.6929,0.02924,-0.0008
7.0,0.7693,0.0354,0.006
8.0,0.8346,0.04465,0.0122
9.0,0.8535,0.05917,0.0187
