Alpha,Cl,Cd,Cm
-10,-0.4412,0.11606,-0.0105
-9,-0.4301,0.10377,-0.0113
-8,-0.4538,0.09313,-0.0112
-7,-0.5966,0.05027,-0.037
-6,-0.5575,0.03726,-0.032
-5,-0.4818,0.02986,-0.0276
-4,-0.3965,0.02557,-0.0239
-3,-0.3079,0.02241,-0.0203
-2,-0.2415,0.02058,-0.0087
-1,-0.1266,0.02131,-0.0148
0,-0.0063,0.02403,-0.0237
1,0.1847,0.02699,-0.0429
2,0.3484,0.02889,-0.0542
3,0.5002,0.02984,-0.0605
4,0.6355,0.02984,-0.0607
5,0.7652,0.02889,-0.0575
6,0.8736,0.02814,-0.0503
7,0.9649,0.02797,-0.0413
8,1.0238,0.03068,-0.03
9,1.0983,0.03782,-0.0241
10,1.1647,0.04751,-0.0188
