Alpha,Cl,Cd,Cm
-9.0,-0.2819,0.09458,0.0039
-8.0,-0.2507,0.08208,-0.0021
-7.0,-0.2203,0.07055,-0.0081
-6.0,-0.1895,0.06041,-0.0137
-5.0,-0.157,0.05197,-0.0182
-4.0,-0.1222,0.04537,-0.0207
-3.0,-0.0857,0.04058,-0.0205
-2.0,-0.0507,0.03742,-0.0169
-1.0,-0.0224,0.03566,-0.0096
0.0,-0.0,0.03509,-0.0
1.0,0.0224,0.03565,0.0096
2.0,0.0508,0.03742,0.0169
3.0,0.0859,0.04057,0.0205
4.0,0.1224,0.04536,0.0207
5.0,0.1574,0.05195,0.0182
6.0,0.1901,0.06038,0.0136
7.0,0.2211,0.07052,0.008
8.0,0.2516,0.08204,0.0019
9.0,0.283,0.09456,-0.0041
10.0,0.3158,0.1077,-0.0101
