Alpha,Cl,Cd,Cm
-10.0,-0.9877,0.03975,-0.0197
-9.0,-0.9266,0.03161,-0.0138
-8.0,-0.8459,0.02614,-0.0092
-7.0,-0.7633,0.02155,-0.0045
-6.0,-0.6876,0.01813,0.0016
-5.0,-0.6148,0.01546,0.0081
-4.0,-0.5355,0.01398,0.0141
-3.0,-0.4513,0.01317,0.0198
-2.0,-0.3669,0.01305,0.026
-1.0,-0.2681,0.01404,0.0299
0.0,-0.0,0.01525,0.0
1.0,0.2681,0.01404,-0.0299
2.0,0.3669,0.01305,-0.026
3.0,0.4513,0.01317,-0.0198
4.0,0.5354,0.01398,-0.0141
5.0,0.6147,0.01546,-0.0081
6.0,0.6875,0.01813,-0.0016
7.0,0.7632,0.02155,0.0045
8.0,0.8459,0.02614,0.0092
9.0,0.9267,0.03161,0.0138
10.0,0.9879,0.03975,0.0196
