Alpha,Cl,Cd,Cm
-10.0,-0.4731,0.12439,0.0375
-9.0,-0.422,0.10802,0.034
-8.0,-0.5878,0.0868,0.0145
-6.0,-0.585,0.05689,0.0207
-5.0,-0.4222,0.05192,0.0245
-4.0,-0.1142,0.03976,-0.0168
-3.0,-0.0645,0.03391,-0.0207
-2.0,-0.0277,0.0302,-0.019
-1.0,-0.0042,0.0281,-0.012
0.0,-0.0,0.02741,-0.0
1.0,0.0042,0.02809,0.012
2.0,0.0278,0.0302,0.019
3.0,0.0647,0.0339,0.0207
4.0,0.1147,0.03975,0.0167
5.0,0.4225,0.05191,-0.0245
7.0,0.639,0.0669,-0.0115
8.0,0.5882,0.0868,-0.0146
10.0,0.4743,0.12442,-0.0377
