Alpha,Cl,Cd,Cm
-10.0,-0.3143,0.10723,0.0108
-9.0,-0.2811,0.09398,0.0048
-8.0,-0.2494,0.08136,-0.0012
-7.0,-0.2185,0.06973,-0.0073
-6.0,-0.1873,0.05946,-0.013
-5.0,-0.1542,0.05089,-0.0177
-4.0,-0.1189,0.04417,-0.0205
-3.0,-0.0822,0.03927,-0.0206
-2.0,-0.0471,0.03603,-0.0173
-1.0,-0.0198,0.03422,-0.01
0.0,-0.0,0.03363,-0.0
1.0,0.0198,0.03421,0.01
2.0,0.0472,0.03602,0.0173
3.0,0.0823,0.03926,0.0206
4.0,0.1192,0.04415,0.0205
5.0,0.1546,0.05086,0.0177
6.0,0.1878,0.05943,0.0129
7.0,0.2193,0.06969,0.0071
8.0,0.2503,0.08133,0.001
9.0,0.2822,0.09396,-0.005
10.0,0.3155,0.10721,-0.011
