Alpha,Cl,Cd,Cm
-10,-0.1981,0.10671,-0.016
-9,-0.1638,0.09523,-0.0208
-8,-0.1315,0.08421,-0.0255
-7,-0.1683,0.08059,-0.0145
-6,-0.0768,0.0643,-0.0346
-5,-0.0607,0.05573,-0.0385
-4,-0.0621,0.04839,-0.0401
-3,-0.0934,0.04266,-0.0354
-2,-0.1159,0.03968,-0.0251
-1,-0.0847,0.03938,-0.0182
0,-0.0311,0.0404,-0.0139
1,0.0282,0.04242,-0.0112
2,0.0878,0.04545,-0.0097
3,0.1456,0.0495,-0.0095
4,0.2007,0.05466,-0.0103
5,0.2523,0.06099,-0.0121
6,0.2993,0.06862,-0.0148
7,0.3417,0.07766,-0.0185
8,0.3792,0.08817,-0.023
9,0.4128,0.10007,-0.0283
10,0.4438,0.11317,-0.0342
