Alpha,Cl,Cd,Cm
-10.0,-0.195,0.10405,-0.0141
-9.0,-0.159,0.09221,-0.0188
-8.0,-0.1245,0.08085,-0.0235
-7.0,-0.3408,0.08949,0.0057
-6.0,-0.3777,0.07805,0.0081
-3.0,-0.0683,0.03776,-0.0369
-2.0,-0.119,0.03412,-0.0247
-1.0,-0.0933,0.03385,-0.0172
0.0,-0.0379,0.03508,-0.0134
1.0,0.0229,0.03735,-0.0113
2.0,0.0836,0.04065,-0.0105
3.0,0.1425,0.04498,-0.0109
4.0,0.1987,0.05042,-0.0123
5.0,0.251,0.05706,-0.0146
6.0,0.2985,0.06504,-0.0178
7.0,0.3408,0.07446,-0.0219
8.0,0.3783,0.08538,-0.0267
9.0,0.412,0.09778,-0.0321
10.0,0.4432,0.11149,-0.0382
