Alpha,Cl,Cd,Cm
-10.0,-0.4711,0.1248,0.038
-9.0,-0.418,0.10809,0.0341
-8.0,-0.5762,0.08813,0.0162
-7.0,-0.6039,0.07032,0.0151
-5.0,-0.4056,0.0526,0.0236
-4.0,-0.1048,0.03958,-0.019
-3.0,-0.0653,0.03413,-0.0207
-2.0,-0.0286,0.03044,-0.0189
-1.0,-0.005,0.02835,-0.0119
0.0,-0.0,0.02767,-0.0
1.0,0.0051,0.02835,0.0119
2.0,0.0287,0.03043,0.0189
3.0,0.0655,0.03411,0.0207
4.0,0.1051,0.03956,0.0189
5.0,0.4058,0.05259,-0.0237
7.0,0.6049,0.07027,-0.015
8.0,0.5933,0.08742,-0.0152
10.0,0.3227,0.117,-0.0166
