Alpha,Cl,Cd,Cm
-10.0,-0.4218,0.12111,-0.002
-9.0,-0.4037,0.10958,-0.0004
-8.0,-0.3686,0.0964,0.0017
-7.0,-0.3474,0.0838,0.0034
-6.0,-0.5489,0.04719,-0.0304
-5.0,-0.4858,0.03693,-0.0265
-4.0,-0.4062,0.03063,-0.0218
-3.0,-0.3243,0.02635,-0.0152
-2.0,-0.1154,0.02451,-0.0244
-1.0,-0.1174,0.02397,-0.0151
0.0,-0.0545,0.02588,-0.0134
1.0,0.011,0.0289,-0.0133
2.0,0.1559,0.03436,-0.0285
3.0,0.3159,0.03975,-0.0438
4.0,0.4488,0.04454,-0.0515
5.0,0.5708,0.04889,-0.0547
6.0,0.7219,0.05013,-0.0547
7.0,0.8854,0.04443,-0.0447
8.0,1.0169,0.04026,-0.032
9.0,1.0775,0.04782,-0.0233
10.0,1.0852,0.06174,-0.0151
