Alpha,Cl,Cd,Cm
-10.0,-0.9701,0.04888,-0.021
-9.0,-0.9208,0.03799,-0.0151
-8.0,-0.8473,0.03006,-0.01
-7.0,-0.7641,0.02478,-0.0052
-6.0,-0.6859,0.02054,0.0005
-5.0,-0.6142,0.01756,0.0076
-4.0,-0.5375,0.01598,0.0149
-3.0,-0.4567,0.01522,0.0226
-2.0,-0.3766,0.01541,0.0316
-1.0,-0.2282,0.0169,0.0272
0.0,-0.0,0.0174,0.0
1.0,0.2281,0.0169,-0.0272
2.0,0.3765,0.01541,-0.0316
3.0,0.4566,0.01522,-0.0226
4.0,0.5374,0.01598,-0.0149
5.0,0.6141,0.01756,-0.0076
6.0,0.6859,0.02054,-0.0005
7.0,0.7641,0.02478,0.0052
8.0,0.8473,0.03006,0.01
9.0,0.9208,0.038,0.0151
10.0,0.9702,0.04889,0.0209
