Alpha,Cl,Cd,Cm
-10.0,-0.4728,0.10886,-0.0197
-9.0,-0.4616,0.09589,-0.0218
-8.0,-0.5006,0.08174,-0.025
-7.0,-0.6283,0.03756,-0.0363
-6.0,-0.5642,0.02902,-0.0305
-5.0,-0.4797,0.024,-0.0266
-4.0,-0.3905,0.02112,-0.0238
-3.0,-0.302,0.01926,-0.0217
-2.0,-0.2132,0.01806,-0.0188
-1.0,0.0049,0.01895,-0.0386
0.0,0.201,0.01931,-0.0566
1.0,0.364,0.0189,-0.0657
2.0,0.4987,0.01817,-0.0672
3.0,0.6052,0.01808,-0.0633
4.0,0.7063,0.01846,-0.0587
5.0,0.803,0.0192,-0.0537
6.0,0.8932,0.01996,-0.0476
7.0,0.9694,0.02114,-0.0399
8.0,1.0192,0.02502,-0.0297
9.0,1.091,0.03105,-0.024
10.0,1.1794,0.03819,-0.0213
