Alpha,Cl,Cd,Cm
-10.0,-0.9868,0.04333,-0.0193
-9.0,-0.9267,0.03423,-0.0138
-8.0,-0.8462,0.02753,-0.0096
-7.0,-0.7629,0.02286,-0.0048
-6.0,-0.6867,0.01901,0.0011
-5.0,-0.6143,0.01624,0.0079
-4.0,-0.5361,0.01471,0.0143
-3.0,-0.4532,0.01391,0.0207
-2.0,-0.371,0.01389,0.0281
-1.0,-0.2739,0.015,0.0328
0.0,0.0,0.0164,-0.0
1.0,0.2739,0.015,-0.0328
2.0,0.371,0.01388,-0.0281
3.0,0.4532,0.0139,-0.0207
4.0,0.536,0.01471,-0.0143
5.0,0.6142,0.01624,-0.0078
6.0,0.6866,0.01901,-0.0011
7.0,0.7629,0.02286,0.0048
8.0,0.8462,0.02753,0.0096
9.0,0.9268,0.03423,0.0138
10.0,0.9868,0.04333,0.0193
