Alpha,Cl,Cd,Cm
-10.0,-0.5064,0.12423,0.0343
-9.0,-0.4763,0.10922,0.0332
-8.0,-0.7081,0.06982,-0.0035
-7.0,-0.7286,0.05148,-0.0014
-6.0,-0.6786,0.0421,0.0079
-5.0,-0.5765,0.04055,0.0238
-3.0,-0.058,0.03227,-0.0204
-2.0,-0.0197,0.02834,-0.0195
-1.0,0.0035,0.02608,-0.0129
0.0,-0.0,0.02535,-0.0
1.0,-0.0035,0.02608,0.0129
2.0,0.0197,0.02833,0.0194
3.0,0.0582,0.03225,0.0204
4.0,0.3413,0.04069,-0.0193
5.0,0.5766,0.04054,-0.0238
6.0,0.6786,0.0421,-0.0079
7.0,0.7287,0.05148,0.0014
8.0,0.7441,0.06661,0.0059
9.0,0.6202,0.09737,-0.009
10.0,0.5074,0.12425,-0.0345
