Alpha,Cl,Cd,Cm
-10,-0.4332,0.11942,-0.0057
-9,-0.4291,0.1085,-0.0054
-8,-0.4056,0.09558,-0.0032
-6,-0.5513,0.04304,-0.0315
-5,-0.484,0.03399,-0.0273
-4,-0.4015,0.0284,-0.0231
-3,-0.3156,0.02457,-0.0181
-2,-0.2525,0.02256,-0.002
-1,-0.1212,0.02281,-0.0149
0,-0.0569,0.02485,-0.0137
1,0.0626,0.02874,-0.0234
2,0.2416,0.03318,-0.0416
3,0.3929,0.03665,-0.0518
4,0.5322,0.03934,-0.057
5,0.6736,0.0402,-0.0577
6,0.8169,0.03827,-0.0529
7,0.9521,0.03394,-0.0431
8,1.0246,0.03543,-0.031
9,1.0953,0.04289,-0.024
10,1.1342,0.05476,-0.0167
