Alpha,Cl,Cd,Cm
-10.0,-0.4683,0.10741,-0.0199
-9.0,-0.5045,0.09395,-0.0283
-8.0,-0.5156,0.07906,-0.0282
-7.0,-0.6363,0.03454,-0.0354
-6.0,-0.5651,0.02786,-0.0299
-5.0,-0.4798,0.02314,-0.0262
-4.0,-0.39,0.02039,-0.0237
-3.0,-0.3018,0.01874,-0.0217
-2.0,-0.1772,0.01758,-0.0254
-1.0,0.039,0.01815,-0.044
0.0,0.2285,0.01807,-0.0604
1.0,0.3896,0.01725,-0.0685
2.0,0.5056,0.01677,-0.0667
3.0,0.6084,0.01681,-0.0624
4.0,0.7081,0.01729,-0.0579
5.0,0.8037,0.01808,-0.053
6.0,0.8934,0.01896,-0.0472
7.0,0.9694,0.02021,-0.0398
8.0,1.0196,0.0242,-0.0299
9.0,1.0886,0.02987,-0.0239
10.0,1.1759,0.03642,-0.0209
