Alpha,Cl,Cd,Cm
-10.0,-0.8701,0.06434,-0.0253
-9.0,-0.903,0.04672,-0.0172
-8.0,-0.8452,0.03649,-0.0113
-7.0,-0.7679,0.02928,-0.0058
-6.0,-0.6885,0.02424,0.0001
-5.0,-0.6163,0.02091,0.0082
-4.0,-0.5413,0.01932,0.0177
-3.0,-0.4625,0.01898,0.0286
-2.0,-0.3392,0.02015,0.0326
-1.0,-0.038,0.02042,-0.003
0.0,-0.0,0.01922,0.0
1.0,0.038,0.02041,0.003
2.0,0.3392,0.02015,-0.0326
3.0,0.4624,0.01897,-0.0286
4.0,0.5412,0.01932,-0.0177
5.0,0.6163,0.02091,-0.0082
6.0,0.6885,0.02424,-0.0001
7.0,0.7678,0.02928,0.0059
8.0,0.8453,0.03648,0.0113
9.0,0.903,0.04672,0.0172
10.0,0.8702,0.06436,0.0252
