Alpha,Cl,Cd,Cm
-10.0,-0.7948,0.07604,-0.0225
-9.0,-0.8668,0.05447,-0.0191
-8.0,-0.8409,0.04113,-0.0118
-7.0,-0.769,0.03281,-0.0061
-6.0,-0.6909,0.02707,0.0003
-5.0,-0.6183,0.02357,0.0095
-4.0,-0.5434,0.02215,0.0209
-3.0,-0.4551,0.02245,0.0329
-2.0,-0.2154,0.02403,0.0157
-1.0,0.0305,0.02142,-0.0156
0.0,-0.0,0.02051,-0.0
1.0,-0.0305,0.02142,0.0156
2.0,0.2154,0.02403,-0.0157
3.0,0.4551,0.02245,-0.0328
4.0,0.5433,0.02215,-0.0209
5.0,0.6182,0.02357,-0.0094
6.0,0.6909,0.02707,-0.0003
7.0,0.769,0.0328,0.0061
8.0,0.8409,0.04113,0.0118
9.0,0.8669,0.05448,0.0191
10.0,0.7569,0.07966,0.0197
