Alpha,Cl,Cd,Cm
-10.0,-0.5062,0.12302,0.0327
-9.0,-0.4925,0.10961,0.0328
-8.0,-0.7295,0.06636,-0.0061
-7.0,-0.74,0.04897,-0.0027
-6.0,-0.6792,0.04071,0.0067
-5.0,-0.5905,0.03825,0.022
-4.0,-0.3901,0.03941,0.0246
-3.0,-0.0566,0.03195,-0.0203
-2.0,-0.018,0.02798,-0.0195
-1.0,0.0052,0.02569,-0.0131
0.0,-0.0,0.02494,-0.0
1.0,-0.0052,0.02568,0.0131
2.0,0.018,0.02797,0.0195
3.0,0.0568,0.03194,0.0203
4.0,0.3904,0.0394,-0.0246
5.0,0.5905,0.03825,-0.022
6.0,0.6792,0.0407,-0.0067
7.0,0.7401,0.04897,0.0027
8.0,0.7297,0.06637,0.0061
9.0,0.6326,0.09476,-0.006
10.0,0.5073,0.12305,-0.0329
