Alpha,Cl,Cd,Cm
-10.0,-0.5061,0.10637,-0.026
-9.0,-0.4672,0.09288,-0.0241
-8.0,-0.4877,0.07886,-0.0265
-7.0,-0.6369,0.03422,-0.035
-6.0,-0.5654,0.02719,-0.0298
-5.0,-0.4797,0.02266,-0.0261
-4.0,-0.3901,0.02005,-0.0236
-3.0,-0.3017,0.01852,-0.0217
-2.0,-0.1623,0.01729,-0.0281
-1.0,0.0598,0.01774,-0.0474
0.0,0.2473,0.0174,-0.0632
1.0,0.4011,0.01648,-0.0696
2.0,0.5107,0.01606,-0.0668
3.0,0.6114,0.01617,-0.0622
4.0,0.7088,0.01678,-0.0576
5.0,0.8053,0.01754,-0.0529
6.0,0.8936,0.01849,-0.0471
7.0,0.9694,0.0198,-0.0398
8.0,1.02,0.0238,-0.0301
9.0,1.0888,0.02954,-0.0242
10.0,1.1777,0.0358,-0.0214
