Alpha,Cl,Cd,Cm
-10.0,-0.4522,0.12352,0.0375
-9.0,-0.3824,0.10464,0.0296
-6.0,-0.5229,0.06283,0.0255
-5.0,-0.3355,0.0535,0.0169
-4.0,-0.1066,0.04011,-0.0193
-3.0,-0.0676,0.03473,-0.0208
-2.0,-0.0313,0.03111,-0.0187
-1.0,-0.0073,0.02907,-0.0116
0.0,-0.0,0.0284,-0.0
1.0,0.0073,0.02906,0.0116
2.0,0.0313,0.03111,0.0187
3.0,0.0677,0.03472,0.0208
4.0,0.1069,0.04009,0.0192
5.0,0.3359,0.05349,-0.017
6.0,0.523,0.06282,-0.0255
7.0,0.5767,0.0742,-0.0195
8.0,0.5613,0.09092,-0.0199
10.0,0.4534,0.12354,-0.0377
