Alpha,Cl,Cd,Cm
-10.0,-0.3141,0.10679,0.0117
-9.0,-0.2805,0.09342,0.0058
-8.0,-0.2482,0.08068,-0.0003
-7.0,-0.3924,0.08146,0.0242
-6.0,-0.185,0.05855,-0.0122
-5.0,-0.1514,0.04984,-0.0171
-4.0,-0.1155,0.04299,-0.0203
-3.0,-0.0784,0.03797,-0.0207
-2.0,-0.0432,0.03464,-0.0177
-1.0,-0.0169,0.03277,-0.0104
0.0,-0.0,0.03217,-0.0
1.0,0.0169,0.03277,0.0104
2.0,0.0433,0.03464,0.0177
3.0,0.0785,0.03796,0.0207
4.0,0.1158,0.04297,0.0203
5.0,0.1519,0.04982,0.0171
6.0,0.1856,0.05852,0.0121
7.0,0.3928,0.08142,-0.0242
8.0,0.4182,0.09577,-0.0284
9.0,0.2816,0.0934,-0.006
10.0,0.3154,0.10678,-0.0119
