Alpha,Cl,Cd,Cm
-10.0,-0.2318,0.11005,-0.0069
-9.0,-0.1977,0.09884,-0.0119
-8.0,-0.1642,0.08831,-0.0165
-7.0,-0.1309,0.07871,-0.0206
-6.0,-0.0975,0.07024,-0.0239
-5.0,-0.0644,0.06304,-0.0261
-4.0,-0.0327,0.05719,-0.0266
-3.0,-0.0055,0.0527,-0.0249
-2.0,0.0113,0.04959,-0.0199
-1.0,0.0128,0.04779,-0.0114
0.0,-0.0,0.04722,0.0
1.0,-0.0128,0.04779,0.0114
2.0,-0.0113,0.04958,0.0199
3.0,0.0057,0.05268,0.0249
4.0,0.0329,0.05716,0.0266
5.0,0.0647,0.06301,0.026
6.0,0.098,0.0702,0.0238
7.0,0.1316,0.07867,0.0205
8.0,0.1651,0.08827,0.0164
9.0,0.1987,0.09881,0.0117
10.0,0.233,0.11003,0.0066
