Alpha,Cl,Cd,Cm
-10.0,-0.9053,0.05841,-0.025
-9.0,-0.914,0.04298,-0.0162
-8.0,-0.8465,0.03423,-0.0108
-7.0,-0.7662,0.02759,-0.0058
-6.0,-0.6872,0.02286,0.0001
-5.0,-0.6153,0.01965,0.0078
-4.0,-0.5399,0.01802,0.0165
-3.0,-0.4613,0.01747,0.0262
-2.0,-0.367,0.0182,0.0346
-1.0,-0.1094,0.01947,0.0089
0.0,-0.0,0.01856,0.0
1.0,0.1094,0.01946,-0.0089
2.0,0.367,0.0182,-0.0346
3.0,0.4613,0.01747,-0.0262
4.0,0.5398,0.01802,-0.0164
5.0,0.6153,0.01964,-0.0078
6.0,0.6872,0.02286,-0.0001
7.0,0.7661,0.02759,0.0058
8.0,0.8465,0.03423,0.0108
9.0,0.9141,0.04298,0.0162
10.0,0.9054,0.05843,0.025
