Alpha,Cl,Cd,Cm
-10.0,-0.4988,0.10939,-0.0237
-9.0,-0.4629,0.09472,-0.0224
-8.0,-0.4727,0.08139,-0.0241
-7.0,-0.6299,0.03667,-0.0361
-6.0,-0.5646,0.02829,-0.0303
-5.0,-0.4796,0.02373,-0.0264
-4.0,-0.3903,0.0208,-0.0238
-3.0,-0.3018,0.01906,-0.0217
-2.0,-0.1972,0.01789,-0.0217
-1.0,0.0179,0.01862,-0.0406
0.0,0.2049,0.01885,-0.0569
1.0,0.3744,0.01822,-0.0668
2.0,0.5027,0.01754,-0.0672
3.0,0.6073,0.01751,-0.063
4.0,0.7057,0.01802,-0.0583
5.0,0.8041,0.0187,-0.0535
6.0,0.8943,0.01951,-0.0475
7.0,0.9692,0.02074,-0.0398
8.0,1.0192,0.02467,-0.0298
9.0,1.0897,0.03053,-0.0239
10.0,1.1775,0.03746,-0.021
