Alpha,Cl,Cd,Cm
-10.0,-0.4833,0.10455,-0.0233
-9.0,-0.4726,0.09089,-0.0258
-8.0,-0.5042,0.07642,-0.029
-7.0,-0.6389,0.03231,-0.0348
-6.0,-0.5663,0.02573,-0.0294
-5.0,-0.4798,0.02194,-0.0257
-4.0,-0.3902,0.01933,-0.0233
-3.0,-0.2981,0.01797,-0.0224
-2.0,-0.1319,0.0166,-0.0335
-1.0,0.104,0.01683,-0.0544
0.0,0.284,0.01598,-0.0685
1.0,0.4103,0.01518,-0.0697
2.0,0.5146,0.01486,-0.066
3.0,0.6126,0.01511,-0.0613
4.0,0.7107,0.01575,-0.057
5.0,0.8047,0.01658,-0.0522
6.0,0.8932,0.01759,-0.0467
7.0,0.9696,0.01897,-0.0398
8.0,1.0212,0.02302,-0.0305
9.0,1.0862,0.02833,-0.0239
10.0,1.1737,0.03452,-0.021
