Alpha,Cl,Cd,Cm
-10.0,-0.5075,0.12346,0.0331
-9.0,-0.4806,0.10848,0.0319
-8.0,-0.7305,0.06651,-0.006
-7.0,-0.7417,0.04903,-0.0026
-6.0,-0.6766,0.04117,0.007
-5.0,-0.5891,0.03856,0.0223
-4.0,-0.3911,0.03955,0.0249
-3.0,-0.0568,0.032,-0.0203
-2.0,-0.0182,0.02804,-0.0195
-1.0,0.0049,0.02575,-0.0131
0.0,-0.0,0.02501,-0.0
1.0,-0.0049,0.02575,0.0131
2.0,0.0183,0.02803,0.0195
3.0,0.057,0.03199,0.0203
4.0,0.3913,0.03954,-0.0249
5.0,0.5891,0.03856,-0.0223
6.0,0.6766,0.04117,-0.007
7.0,0.7417,0.04903,0.0026
8.0,0.7307,0.06652,0.006
10.0,0.5085,0.12348,-0.0333
