Alpha,Cl,Cd,Cm
-10.0,-0.9912,0.03907,-0.0193
-9.0,-0.9269,0.03124,-0.0137
-8.0,-0.8456,0.02588,-0.0092
-7.0,-0.7633,0.0214,-0.0044
-6.0,-0.688,0.01799,0.0017
-5.0,-0.6149,0.01535,0.0082
-4.0,-0.5355,0.01389,0.0141
-3.0,-0.4511,0.01307,0.0197
-2.0,-0.3664,0.01295,0.0258
-1.0,-0.2621,0.01394,0.0286
0.0,-0.0,0.01507,0.0
1.0,0.2621,0.01394,-0.0286
2.0,0.3663,0.01295,-0.0258
3.0,0.451,0.01307,-0.0197
4.0,0.5354,0.01389,-0.0141
5.0,0.6148,0.01535,-0.0082
6.0,0.6879,0.01799,-0.0017
7.0,0.7633,0.0214,0.0044
8.0,0.8456,0.02588,0.0092
9.0,0.927,0.03124,0.0137
10.0,0.9914,0.03906,0.0192
