Alpha,Cl,Cd,Cm
-10.0,-0.6708,0.09812,-0.003
-9.0,-0.8522,0.05914,-0.0188
-8.0,-0.836,0.0445,-0.0121
-7.0,-0.7698,0.03532,-0.006
-6.0,-0.6931,0.02917,0.0008
-5.0,-0.6202,0.0256,0.0108
-4.0,-0.5419,0.02458,0.0239
-3.0,-0.4243,0.02565,0.0328
-2.0,-0.1199,0.02566,0.0006
-1.0,0.0242,0.02228,-0.0151
0.0,-0.0,0.02141,-0.0
1.0,-0.0242,0.02228,0.0151
2.0,0.1199,0.02565,-0.0005
3.0,0.4243,0.02565,-0.0328
4.0,0.5419,0.02458,-0.0239
5.0,0.6202,0.0256,-0.0108
6.0,0.693,0.02916,-0.0008
7.0,0.7698,0.03532,0.006
8.0,0.836,0.0445,0.0121
9.0,0.8523,0.05916,0.0187
