Alpha,Cl,Cd,Cm
-20,-0.57785,0.26119,0.261317754
-19,-0.7838,0.24375,0.0638
-18,-0.7516,0.23218,0.0574
-17,-0.7196,0.21925,0.0515
-16,-0.6987,0.21057,0.0459
-15,-0.6701,0.19768,0.042
-14,-0.6251,0.1798,0.0388
-13,-0.602,0.16789,0.0366
-12,-0.5695,0.15322,0.0351
-11,-0.5477,0.14001,0.0349
-10,-0.505,0.12389,0.0339
-9,-0.4754,0.10899,0.0329
-8,-0.7127,0.06923,-0.004
-7,-0.7314,0.05107,-0.0016
-6,-0.677,0.04209,0.0078
-5,-0.5783,0.04028,0.0236
-4,-0.353,0.04055,0.0208
-3,-0.0578,0.03223,-0.0204
-2,-0.0195,0.0283,-0.0195
-1,0.0037,0.02604,-0.0129
0,0,0.0253,0
1,-0.0037,0.02603,0.0129
2,0.0196,0.02829,0.0195
3,0.058,0.03222,0.0204
4,0.3539,0.04054,-0.0209
5,0.5783,0.04027,-0.0236
6,0.677,0.04208,-0.0078
7,0.7314,0.05107,0.0016
8,0.7128,0.06924,0.0039
9,0.6093,0.096565,-0.0151
10,0.5058,0.12389,-0.0341
11,0.5504,0.14035,-0.0352
12,0.5703,0.15323,-0.0353
13,0.6028,0.16791,-0.0368
14,0.6266,0.18002,-0.0391
15,0.66305,0.195375,-0.04265
16,0.6995,0.21073,-0.0462
17,0.721,0.21974,-0.0517
18,0.7526,0.23261,-0.0577
19,0.7851,0.24447,-0.064
20,0.8255,0.26119,-0.0699
