Alpha,Cl,Cd,Cm
-10,-0.9889,0.01202,-0.0049
-9,-0.8843,0.01068,-0.0033
-8,-0.7771,0.00958,-0.0021
-7,-0.6691,0.00851,-0.001
-6,-0.5584,0.00775,-0.0004
-5,-0.4457,0.00725,-0.0002
-4,-0.3317,0.00688,-0.0002
-3,-0.2169,0.00664,-0.0004
-2,-0.1024,0.00641,-0.0007
-1,0.0117,0.00677,-0.0012
0,0.1245,0.00727,-0.0016
1,0.2336,0.00675,-0.0012
2,0.3284,0.00532,0.002
3,0.4503,0.00553,0
4,0.5921,0.00608,-0.007
5,0.7117,0.0066,-0.009
6,0.8381,0.00707,-0.0128
7,0.9636,0.0076,-0.0166
8,1.0853,0.00821,-0.0197
9,1.2037,0.00893,-0.0223
10,1.3051,0.01031,-0.0217
