Alpha,Cl,Cd,Cm
-10.0,-0.9914,0.03903,-0.0192
-9.0,-0.927,0.03122,-0.0137
-8.0,-0.8456,0.02587,-0.0092
-7.0,-0.7633,0.02139,-0.0044
-6.0,-0.688,0.01798,0.0017
-5.0,-0.6149,0.01535,0.0082
-4.0,-0.5355,0.01388,0.0141
-3.0,-0.4511,0.01307,0.0197
-2.0,-0.3663,0.01295,0.0258
-1.0,-0.2619,0.01393,0.0285
0.0,-0.0,0.01506,0.0
1.0,0.2619,0.01393,-0.0285
2.0,0.3663,0.01295,-0.0258
3.0,0.451,0.01307,-0.0197
4.0,0.5354,0.01388,-0.0141
5.0,0.6149,0.01535,-0.0082
6.0,0.688,0.01798,-0.0017
7.0,0.7633,0.02139,0.0044
8.0,0.8456,0.02587,0.0092
9.0,0.927,0.03122,0.0137
10.0,0.9916,0.03903,0.0192
