Alpha,Cl,Cd,Cm
-10.0,-0.4554,0.11111,-0.0162
-9.0,-0.4812,0.09817,-0.022
-8.0,-0.482,0.08576,-0.021
-7.0,-0.6212,0.04058,-0.0369
-6.0,-0.5634,0.03078,-0.0309
-5.0,-0.4801,0.02547,-0.0269
-4.0,-0.3915,0.02215,-0.024
-3.0,-0.3027,0.01997,-0.0216
-2.0,-0.222,0.01861,-0.0163
-1.0,-0.0478,0.01979,-0.0296
0.0,0.1411,0.02099,-0.0474
1.0,0.3266,0.02111,-0.0615
2.0,0.4748,0.02061,-0.066
3.0,0.5963,0.02016,-0.0643
4.0,0.7002,0.02036,-0.0597
5.0,0.7993,0.02096,-0.0546
6.0,0.892,0.02146,-0.0481
7.0,0.9695,0.02251,-0.0401
8.0,1.0193,0.02621,-0.0295
9.0,1.0932,0.03251,-0.024
10.0,1.1785,0.04017,-0.0208
