Alpha,Cl,Cd,Cm
-9.0,-0.8257,0.06336,-0.0183
-8.0,-0.8259,0.04709,-0.0125
-7.0,-0.7667,0.03707,-0.0061
-6.0,-0.6929,0.03052,0.0012
-5.0,-0.6193,0.02697,0.0118
-4.0,-0.5401,0.02609,0.0257
-3.0,-0.3894,0.02771,0.0301
-2.0,-0.0599,0.02592,-0.0099
-1.0,0.0209,0.02277,-0.0148
0.0,-0.0,0.02192,-0.0
1.0,-0.0209,0.02277,0.0148
2.0,0.0599,0.02591,0.0099
3.0,0.3894,0.0277,-0.0301
4.0,0.54,0.02609,-0.0257
5.0,0.6193,0.02696,-0.0118
6.0,0.6929,0.03052,-0.0012
7.0,0.7667,0.03707,0.0061
8.0,0.8259,0.04709,0.0125
9.0,0.8258,0.06338,0.0183
