Alpha,Cl,Cd,Cm
-10.0,-0.4878,0.10651,-0.0231
-9.0,-0.4628,0.09342,-0.0233
-8.0,-0.487,0.07931,-0.0263
-7.0,-0.6372,0.03462,-0.0349
-6.0,-0.5653,0.0274,-0.0299
-5.0,-0.4798,0.02282,-0.0262
-4.0,-0.3901,0.02017,-0.0236
-3.0,-0.3018,0.01858,-0.0217
-2.0,-0.1664,0.0174,-0.0273
0.0,0.2412,0.01762,-0.0623
1.0,0.3974,0.01673,-0.0693
2.0,0.509,0.01629,-0.0667
3.0,0.6103,0.01638,-0.0623
4.0,0.7094,0.01692,-0.0578
5.0,0.8047,0.01771,-0.0529
6.0,0.8934,0.01865,-0.0471
7.0,0.9694,0.01993,-0.0398
8.0,1.0199,0.02393,-0.03
9.0,1.0891,0.02968,-0.0242
10.0,1.1765,0.03593,-0.0212
