Alpha,Cl,Cd,Cm
-10.0,-0.4741,0.10423,-0.0223
-9.0,-0.4834,0.08907,-0.0283
-8.0,-0.5929,0.07058,-0.0381
-7.0,-0.6436,0.03028,-0.0339
-6.0,-0.5673,0.02524,-0.0288
-5.0,-0.4801,0.02118,-0.0256
-4.0,-0.3906,0.01882,-0.0231
-3.0,-0.2709,0.01746,-0.0275
-2.0,-0.1076,0.01599,-0.0378
-1.0,0.1146,0.01607,-0.0554
0.0,0.3007,0.01501,-0.0705
1.0,0.4194,0.01415,-0.0701
2.0,0.519,0.01395,-0.0657
3.0,0.6138,0.01435,-0.0608
4.0,0.71,0.01506,-0.0565
5.0,0.804,0.0159,-0.0518
6.0,0.8932,0.01694,-0.0466
7.0,0.97,0.01837,-0.0399
8.0,1.0218,0.02248,-0.0308
9.0,1.0856,0.02764,-0.0241
10.0,1.1701,0.03328,-0.0206
