Alpha,Cl,Cd,Cm
-10.0,-0.9705,0.01375,-0.0085
-9.0,-0.87,0.012,-0.0062
-8.0,-0.7662,0.01053,-0.0044
-7.0,-0.6587,0.0095,-0.0032
-6.0,-0.548,0.00886,-0.0026
-5.0,-0.4358,0.00836,-0.0023
-3.0,-0.2096,0.00748,-0.002
-2.0,-0.0958,0.00709,-0.0021
-1.0,0.018,0.00684,-0.0021
0.0,0.1295,0.0074,-0.0024
1.0,0.2254,0.00619,-0.0
2.0,0.3491,0.00587,-0.0024
3.0,0.4956,0.00656,-0.0102
4.0,0.6232,0.00706,-0.0139
5.0,0.7504,0.00755,-0.0178
6.0,0.8757,0.00805,-0.0215
7.0,0.9994,0.00863,-0.0249
8.0,1.1041,0.00929,-0.0243
9.0,1.2004,0.01004,-0.022
10.0,1.2938,0.01097,-0.0194
