Alpha,Cl,Cd,Cm
-15,-0.6968,0.18795,0.0295
-14,-0.6787,0.17236,0.0233
-13,-0.6302,0.15519,0.0223
-12,-0.649,0.1427,0.0142
-11,-0.6026,0.1261,0.0149
-10,-0.5958,0.11108,0.0122
-9,-0.6639,0.08427,-0.0036
-8,-0.862,0.03672,-0.0123
-7,-0.7889,0.02846,-0.0057
-6,-0.7054,0.02273,0.0001
-5,-0.6306,0.01893,0.0079
-4,-0.5554,0.01698,0.0168
-3,-0.4769,0.01625,0.0269
-2,-0.3986,0.01684,0.0389
-1,-0.1281,0.01883,0.0133
0,0,0.01784,0
1,0.128,0.01882,-0.0133
2,0.3985,0.01683,-0.0389
3,0.4768,0.01625,-0.0269
4,0.5553,0.01698,-0.0168
5,0.6305,0.01892,-0.0079
6,0.7054,0.02273,-0.0001
7,0.7888,0.02846,0.0057
8,0.862,0.03672,0.0123
9,0.8957,0.04929,0.0207
10,0.5962,0.1111,-0.0125
11,0.6032,0.12613,-0.0152
12,0.6484,0.14269,-0.0146
13,0.6318,0.15529,-0.0224
14,0.6832,0.17295,-0.023
15,0.6968,0.18795,-0.0298
