Alpha,Cl,Cd,Cm
-10.0,-0.4964,0.10933,-0.0234
-9.0,-0.4634,0.09468,-0.0225
-8.0,-0.5572,0.06983,-0.0369
-7.0,-0.63,0.03664,-0.0361
-6.0,-0.5647,0.02827,-0.0303
-5.0,-0.4796,0.02373,-0.0263
-4.0,-0.3903,0.02079,-0.0238
-3.0,-0.3018,0.01905,-0.0217
-2.0,-0.1969,0.01788,-0.0218
-1.0,0.0182,0.01862,-0.0407
0.0,0.2053,0.01883,-0.0569
1.0,0.3747,0.0182,-0.0668
2.0,0.5026,0.01753,-0.0671
3.0,0.6072,0.0175,-0.063
4.0,0.7057,0.018,-0.0583
5.0,0.8041,0.01869,-0.0535
6.0,0.8943,0.0195,-0.0475
7.0,0.9692,0.02073,-0.0398
8.0,1.0192,0.02466,-0.0298
9.0,1.0896,0.03052,-0.0239
10.0,1.1775,0.03744,-0.021
