Alpha,Cl,Cd,Cm
-10.0,-0.9442,0.05386,-0.023
-9.0,-0.9112,0.04161,-0.0165
-8.0,-0.8489,0.03253,-0.0101
-7.0,-0.7655,0.02656,-0.0055
-6.0,-0.6865,0.02197,0.0002
-5.0,-0.6148,0.01885,0.0077
-4.0,-0.5389,0.01723,0.0158
-3.0,-0.4596,0.01658,0.0247
-2.0,-0.3742,0.01709,0.034
-1.0,-0.16,0.01861,0.017
0.0,-0.0,0.01812,0.0
1.0,0.16,0.01861,-0.017
2.0,0.3742,0.01708,-0.034
3.0,0.4596,0.01658,-0.0247
4.0,0.5388,0.01723,-0.0158
5.0,0.6147,0.01885,-0.0077
6.0,0.6865,0.02197,-0.0002
7.0,0.7655,0.02656,0.0056
8.0,0.8489,0.03253,0.0101
9.0,0.9113,0.04162,0.0165
10.0,0.9443,0.05388,0.023
