Alpha,Cl,Cd,Cm
-10.0,-0.5532,0.12366,0.0291
-9.0,-0.7344,0.07669,-0.0119
-8.0,-0.8037,0.05337,-0.0119
-7.0,-0.7596,0.04156,-0.0055
-6.0,-0.6924,0.03412,0.0027
-5.0,-0.618,0.03064,0.0151
-4.0,-0.5155,0.03111,0.0298
-3.0,-0.2503,0.03194,0.0128
-2.0,-0.0103,0.02647,-0.0198
-1.0,0.0135,0.02401,-0.014
0.0,-0.0,0.02321,-0.0
1.0,-0.0135,0.02401,0.014
2.0,0.0104,0.02646,0.0198
3.0,0.2502,0.03193,-0.0128
4.0,0.5155,0.03111,-0.0298
5.0,0.618,0.03064,-0.0151
6.0,0.6924,0.03412,-0.0026
7.0,0.7596,0.04156,0.0055
8.0,0.8037,0.05337,0.0119
9.0,0.7346,0.07672,0.0118
