Alpha,Cl,Cd,Cm
-10.0,-0.4588,0.10973,-0.0175
-9.0,-0.4817,0.09604,-0.0236
-8.0,-0.4614,0.08307,-0.022
-7.0,-0.6286,0.03798,-0.0363
-6.0,-0.5637,0.0296,-0.0307
-5.0,-0.4799,0.02436,-0.0267
-4.0,-0.3906,0.0214,-0.0239
-3.0,-0.3022,0.01943,-0.0217
-2.0,-0.2192,0.0182,-0.0175
-1.0,-0.0101,0.01917,-0.036
0.0,0.1846,0.01975,-0.054
1.0,0.3602,0.01936,-0.0656
2.0,0.4921,0.01879,-0.0668
3.0,0.6014,0.01865,-0.0634
4.0,0.7045,0.01892,-0.0589
5.0,0.8016,0.01964,-0.0539
6.0,0.8928,0.02033,-0.0477
7.0,0.9695,0.02146,-0.0399
8.0,1.0191,0.02532,-0.0297
9.0,1.0926,0.03147,-0.0242
10.0,1.1822,0.03878,-0.0217
