Alpha,Cl,Cd,Cm
-10.0,-0.3946,0.09608,-0.0335
-9.0,-0.4891,0.08738,-0.0295
-8.0,-0.6892,0.03958,-0.0416
-7.0,-0.6441,0.0302,-0.0335
-6.0,-0.5677,0.02461,-0.0287
-5.0,-0.4802,0.02078,-0.0254
-4.0,-0.3909,0.01851,-0.023
-3.0,-0.2565,0.01712,-0.0301
-2.0,-0.0989,0.01562,-0.0393
-1.0,0.115,0.01556,-0.0549
0.0,0.3076,0.0145,-0.0712
1.0,0.4215,0.01367,-0.0699
2.0,0.5181,0.01357,-0.0651
3.0,0.6141,0.01395,-0.0605
4.0,0.7109,0.01467,-0.0563
5.0,0.8041,0.01553,-0.0516
6.0,0.8927,0.01657,-0.0464
7.0,0.9701,0.01806,-0.0399
8.0,1.0232,0.02213,-0.031
9.0,1.0857,0.02724,-0.0241
10.0,1.1693,0.03266,-0.0207
