Alpha,Cl,Cd,Cm
-10.0,-0.4629,0.12291,0.0363
-9.0,-0.4184,0.10752,0.0335
-8.0,-0.5897,0.08695,0.0146
-7.0,-0.6181,0.06871,0.0133
-6.0,-0.5862,0.05705,0.0209
-5.0,-0.4246,0.05208,0.025
-4.0,-0.1043,0.03945,-0.0189
-3.0,-0.0648,0.03397,-0.0207
-2.0,-0.0279,0.03027,-0.019
-1.0,-0.0044,0.02817,-0.012
0.0,-0.0,0.02748,-0.0
1.0,0.0044,0.02816,0.012
2.0,0.028,0.03026,0.0189
3.0,0.065,0.03396,0.0207
4.0,0.1046,0.03943,0.0189
5.0,0.4249,0.05207,-0.025
6.0,0.5863,0.05704,-0.0209
7.0,0.6184,0.0687,-0.0133
10.0,0.464,0.12293,-0.0365
