Alpha,Cl,Cd,Cm
-10.0,-0.5128,0.12525,0.035
-9.0,-0.4822,0.11004,0.034
-7.0,-0.7298,0.05156,-0.0013
-6.0,-0.6725,0.04285,0.0084
-5.0,-0.5757,0.04078,0.0241
-4.0,-0.3369,0.04084,0.0189
-3.0,-0.0581,0.03231,-0.0204
-2.0,-0.0199,0.02839,-0.0194
-1.0,0.0033,0.02613,-0.0129
0.0,-0.0,0.0254,-0.0
1.0,-0.0033,0.02613,0.0129
2.0,0.02,0.02838,0.0194
3.0,0.0583,0.03229,0.0204
4.0,0.3372,0.04083,-0.0189
5.0,0.5757,0.04078,-0.0241
6.0,0.6725,0.04285,-0.0084
7.0,0.7298,0.05156,0.0013
9.0,0.6254,0.09722,-0.0086
10.0,0.5138,0.12526,-0.0352
